area_type,availability,location,society,total_sqft,bath,balcony,price,bedroom,total_room,ready,price_per_sqft,price_per_total_room,total_spaces,price_per_total_spaces
Super built-up  Area,21-Jun,Vijayanagar,Saahaat,1490.0,3,2,100.0,3,5,Not Ready,0.06711409395973154,20.0,10,10.0
Super built-up  Area,Ready To Move,Rayasandra,MJeusyl,1373.0,3,2,72.0,3,5,Ready,0.05243991260014567,14.4,10,7.2
Super built-up  Area,Ready To Move,7th Phase JP Nagar,GrrvaGr,1035.0,2,1,41.39,2,4,Ready,0.03999033816425121,10.3475,7,5.912857142857143
Plot  Area,Ready To Move,Kadugodi,GrrvaGr,3750.0,4,0,210.0,4,4,Ready,0.056,52.5,8,26.25
Super built-up  Area,Ready To Move,Doddakallasandra,GrrvaGr,1010.0,2,1,40.39,2,4,Ready,0.03999009900990099,10.0975,7,5.7700000000000005
Built-up  Area,Ready To Move,Sarjapur,GrrvaGr,1195.0,2,1,42.0,2,4,Ready,0.035146443514644354,10.5,7,6.0
Super built-up  Area,Ready To Move,HSR Layout,Klort C,1750.0,3,2,95.0,3,5,Ready,0.054285714285714284,19.0,10,9.5
Super built-up  Area,Ready To Move,Malleshpalya,A idse ,1052.0,2,2,50.0,2,4,Ready,0.04752851711026616,12.5,8,6.25
Super built-up  Area,Ready To Move,Horamavu Banaswadi,GrrvaGr,1180.0,2,2,58.0,2,4,Ready,0.04915254237288136,14.5,8,7.25
Built-up  Area,Ready To Move,Padmanabhanagar,GrrvaGr,3680.0,4,2,440.0,5,5,Ready,0.11956521739130435,88.0,11,40.0
Built-up  Area,Ready To Move,Hormavu,GrrvaGr,2100.0,3,2,73.0,3,5,Ready,0.034761904761904765,14.6,10,7.3
Built-up  Area,18-Mar,Hoodi,GrrvaGr,2863.0,4,1,140.0,4,4,Not Ready,0.0488997555012225,35.0,9,15.555555555555555
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1128.0,2,2,38.24,2,4,Ready,0.03390070921985816,9.56,8,4.78
Super built-up  Area,18-Jul,JP Nagar,DSvvyx ,1120.0,2,2,33.6,2,4,Not Ready,0.030000000000000002,8.4,8,4.2
Built-up  Area,Ready To Move,HSR Layout,GrrvaGr,2424.0,3,2,90.0,3,5,Ready,0.03712871287128713,18.0,10,9.0
Built-up  Area,Ready To Move,Manjunatha Layout,GrrvaGr,1300.0,2,1,60.0,2,4,Ready,0.046153846153846156,15.0,7,8.571428571428571
Super built-up  Area,Ready To Move,Kanakapura,SPavenc,1090.0,2,2,32.69,2,4,Ready,0.029990825688073392,8.1725,8,4.08625
Built-up  Area,Ready To Move,Yelahanka,GrrvaGr,2710.0,3,1,251.0,3,3,Ready,0.09261992619926199,83.66666666666667,7,35.857142857142854
Plot  Area,Ready To Move,Konanakunte Cross,GrrvaGr,3040.0,1,1,180.0,2,2,Ready,0.05921052631578947,90.0,4,45.0
Super built-up  Area,Ready To Move,Uttarahalli,SLnssPr,1330.0,2,2,46.55,3,5,Ready,0.034999999999999996,9.309999999999999,9,5.172222222222222
Super built-up  Area,18-Jul,Hosur Road,PuendWe,1427.0,2,1,80.63,3,5,Not Ready,0.056503153468815695,16.125999999999998,8,10.07875
Super built-up  Area,18-Aug,Banjara Layout,GrrvaGr,1294.0,2,2,48.0,3,5,Not Ready,0.03709428129829984,9.6,9,5.333333333333333
Built-up  Area,Ready To Move,Begur,Vantspa,1580.0,3,2,75.0,3,5,Ready,0.04746835443037975,15.0,10,7.5
Plot  Area,Ready To Move,Uttarahalli,GrrvaGr,400.0,5,1,200.0,5,5,Ready,0.5,40.0,11,18.181818181818183
Plot  Area,Ready To Move,Chikka Tirupathi,FiriaVi,1808.0,4,2,80.27,3,3,Ready,0.044397123893805304,26.756666666666664,9,8.918888888888889
Super built-up  Area,Ready To Move,Parappana Agrahara,Peide L,1194.0,2,2,47.0,2,4,Ready,0.03936348408710218,11.75,8,5.875
Super built-up  Area,21-Dec,Kanakpura Road,PrarePa,900.0,2,1,46.0,2,4,Not Ready,0.051111111111111114,11.5,7,6.571428571428571
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,GrrvaGr,1310.0,2,3,50.0,3,5,Ready,0.03816793893129771,10.0,10,5.0
Super built-up  Area,21-Oct,Kanakpura Road,PrarePa,900.0,2,1,46.0,2,4,Not Ready,0.051111111111111114,11.5,7,6.571428571428571
Built-up  Area,Ready To Move,Singasandra,GrrvaGr,3850.0,6,3,195.0,4,4,Ready,0.05064935064935065,48.75,13,15.0
Plot  Area,Ready To Move,Kogilu,GrrvaGr,925.0,7,3,88.0,7,7,Ready,0.09513513513513513,12.571428571428571,17,5.176470588235294
Super built-up  Area,16-Dec,Yelachenahalli,GrrvaGr,2400.0,1,1,150.0,2,4,Not Ready,0.0625,37.5,6,25.0
Super built-up  Area,Ready To Move,Koramangala,GrrvaGr,1290.0,2,3,100.0,2,4,Ready,0.07751937984496124,25.0,9,11.11111111111111
Built-up  Area,Ready To Move,Yelahanka,GrrvaGr,3770.0,6,3,110.0,6,6,Ready,0.029177718832891247,18.333333333333332,15,7.333333333333333
Super built-up  Area,Ready To Move,Lakshmi Layout,Cemesti,1390.0,3,1,120.0,3,5,Ready,0.08633093525179857,24.0,9,13.333333333333334
Plot  Area,Ready To Move,Tavarekere,GrrvaGr,1200.0,4,2,72.0,4,4,Ready,0.06,18.0,10,7.2
Built-up  Area,Ready To Move,Bisuvanahalli,Prityel,845.0,2,1,33.0,2,4,Ready,0.03905325443786982,8.25,7,4.714285714285714
Super built-up  Area,Ready To Move,Yelahanka,Niareum,1537.0,3,3,120.0,3,5,Ready,0.07807417046193885,24.0,11,10.909090909090908
Super built-up  Area,Ready To Move,Immadihalli,GrrvaGr,1135.0,2,2,68.0,2,4,Ready,0.05991189427312775,17.0,8,8.5
Super built-up  Area,19-Dec,Hoodi,Caycend,1512.0,3,2,75.77,3,5,Not Ready,0.05011243386243386,15.154,10,7.577
Super built-up  Area,Ready To Move,Srinivasa Nagar,GrrvaGr,900.0,2,1,55.0,2,4,Ready,0.06111111111111111,13.75,7,7.857142857142857
Super built-up  Area,Ready To Move,Jigani,DLhtsen,1230.0,3,3,54.0,3,5,Ready,0.04390243902439024,10.8,11,4.909090909090909
Super built-up  Area,18-Apr,Thirumenahalli,MNtha A,1378.0,2,3,42.33,3,5,Not Ready,0.03071843251088534,8.466,10,4.233
Super built-up  Area,17-Oct,Whitefield,Asarqz ,1277.0,2,1,61.3,2,4,Not Ready,0.04800313234142521,15.325,7,8.757142857142856
Super built-up  Area,19-Jun,Hebbal,Raard B,1985.0,4,2,189.0,3,5,Not Ready,0.09521410579345088,37.8,11,17.181818181818183
Plot  Area,Ready To Move,Kengeri,GrrvaGr,8000.0,5,1,500.0,5,5,Ready,0.0625,100.0,11,45.45454545454545
Super built-up  Area,Ready To Move,KPC Layout,SVmesVi,1210.0,2,2,62.0,2,4,Ready,0.0512396694214876,15.5,8,7.75
Super built-up  Area,Ready To Move,Yelahanka,GrrvaGr,890.0,2,1,40.0,2,4,Ready,0.0449438202247191,10.0,7,5.714285714285714
Plot  Area,Ready To Move,JP Nagar,GrrvaGr,2550.0,9,0,360.0,9,9,Ready,0.1411764705882353,40.0,18,20.0
Plot  Area,Ready To Move,Sarjapur,GrrvaGr,1200.0,5,2,110.0,4,4,Ready,0.09166666666666666,27.5,11,10.0
Built-up  Area,Ready To Move,Ardendale,AWharde,3198.0,4,3,200.0,4,6,Ready,0.06253908692933083,33.333333333333336,13,15.384615384615385
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,GrrvaGr,1464.0,3,2,56.0,3,5,Ready,0.03825136612021858,11.2,10,5.6
Super built-up  Area,Ready To Move,Hebbal,Prersis,2483.0,5,2,215.0,4,6,Ready,0.08658880386629078,35.833333333333336,13,16.53846153846154
Plot  Area,Ready To Move,Begur,GrrvaGr,1550.0,4,2,130.0,4,4,Ready,0.08387096774193549,32.5,10,13.0
Super built-up  Area,Ready To Move,Sarjapur  Road,Vaunei ,4111.0,4,1,310.0,4,6,Ready,0.07540744344441741,51.666666666666664,11,28.181818181818183
Super built-up  Area,Ready To Move,Electronic City,SNncypa,975.0,2,2,37.5,2,4,Ready,0.038461538461538464,9.375,8,4.6875
Super built-up  Area,Ready To Move,Nandi Durga Road,GrrvaGr,2500.0,3,1,250.0,3,5,Ready,0.1,50.0,9,27.77777777777778
Super built-up  Area,Ready To Move,Rajiv Nagar,PuoodSk,1690.0,3,1,125.0,3,5,Ready,0.07396449704142012,25.0,9,13.88888888888889
Super built-up  Area,18-May,Hosa Road,SStusan,1063.0,2,1,31.89,2,4,Not Ready,0.03,7.9725,7,4.555714285714286
Plot  Area,Ready To Move,Cooke Town,GrrvaGr,2572.0,3,3,390.0,3,3,Ready,0.15163297045101087,130.0,9,43.333333333333336
Carpet  Area,Ready To Move,Kumara Park,GrrvaGr,2200.0,4,1,350.0,3,5,Ready,0.1590909090909091,70.0,10,35.0
Built-up  Area,Ready To Move,Daadys Gaarden Layout,InockHo,1600.0,3,0,80.0,3,5,Ready,0.05,16.0,8,10.0
Super built-up  Area,18-May,Maruthi Nagar,GrrvaGr,1250.0,3,1,39.5,3,5,Not Ready,0.0316,7.9,9,4.388888888888889
Super built-up  Area,Ready To Move,Bommanahalli,Prtusth,520.0,1,0,19.5,1,3,Ready,0.0375,6.5,4,4.875
Super built-up  Area,Ready To Move,Marathahalli,PueraRi,4000.0,5,1,212.0,4,6,Ready,0.053,35.333333333333336,12,17.666666666666668
Built-up  Area,Ready To Move,Munnekollal,Keids O,1390.0,3,2,68.0,3,5,Ready,0.04892086330935252,13.6,10,6.8
Super built-up  Area,18-May,Whitefield,SSdhimr,1185.0,2,2,40.0,2,4,Not Ready,0.03375527426160337,10.0,8,5.0
Super built-up  Area,Ready To Move,Sahakara Nagar,KVersuj,1219.0,2,2,48.0,2,4,Ready,0.03937653814602133,12.0,8,6.0
Super built-up  Area,18-Dec,Kudlu Gate,Sanzaat,1564.0,2,1,92.0,3,5,Not Ready,0.058823529411764705,18.4,8,11.5
Super built-up  Area,Ready To Move,Sarjapur  Road,DSndsod,3430.0,6,0,228.5,4,6,Ready,0.06661807580174928,38.083333333333336,12,19.041666666666668
Super built-up  Area,Ready To Move,Hosa Road,Sancei ,1100.0,2,2,37.1,2,4,Ready,0.03372727272727273,9.275,8,4.6375
Built-up  Area,Ready To Move,Kothannur,Esale O,1300.0,2,0,60.0,3,5,Ready,0.046153846153846156,12.0,7,8.571428571428571
Plot  Area,Ready To Move,Chikkabanavar,GrrvaGr,1600.0,2,0,80.0,3,3,Ready,0.05,26.666666666666668,5,16.0
Built-up  Area,Ready To Move,Ramamurthy Nagar,GrrvaGr,1600.0,3,2,75.0,3,3,Ready,0.046875,25.0,8,9.375
Super built-up  Area,19-Mar,Hennur Road,Puachal,1482.0,2,1,92.0,3,5,Not Ready,0.0620782726045884,18.4,8,11.5
Plot  Area,18-May,Marsur,MGave E,1000.0,4,3,66.0,3,3,Not Ready,0.066,22.0,10,6.6
Super built-up  Area,Ready To Move,Shampura,GrrvaGr,1200.0,2,3,53.0,2,4,Ready,0.04416666666666667,13.25,9,5.888888888888889
Plot  Area,Ready To Move,Gubbalala,GrrvaGr,600.0,3,2,75.0,3,3,Ready,0.125,25.0,8,9.375
Super built-up  Area,Ready To Move,Kengeri,GrrvaGr,1200.0,2,0,58.0,2,4,Ready,0.04833333333333333,14.5,6,9.666666666666666
Plot  Area,Ready To Move,Kereguddadahalli,GrrvaGr,600.0,4,0,60.0,6,6,Ready,0.1,10.0,10,6.0
Built-up  Area,Ready To Move,Nagarbhavi,GrrvaGr,2400.0,3,0,160.0,3,3,Ready,0.06666666666666667,53.333333333333336,6,26.666666666666668
Super built-up  Area,19-Dec,Marathahalli,PrensKe,1469.0,3,1,89.0,3,5,Not Ready,0.0605854322668482,17.8,9,9.88888888888889
Super built-up  Area,22-Mar,Kanakapura,GrrvaGr,551.0,1,1,30.0,1,3,Not Ready,0.0544464609800363,10.0,5,6.0
Super built-up  Area,19-Dec,Electronics City Phase 1,GrrvaGr,1160.0,2,1,52.0,2,4,Not Ready,0.04482758620689655,13.0,7,7.428571428571429
Super built-up  Area,Ready To Move,Balagere,Soresea,1205.0,2,1,78.5,2,4,Ready,0.06514522821576764,19.625,7,11.214285714285714
Built-up  Area,Ready To Move,Kasavanhalli,GrrvaGr,1550.0,2,3,52.0,3,5,Ready,0.03354838709677419,10.4,10,5.2
Super built-up  Area,Ready To Move,Gubbalala,MauilTr,1745.0,3,2,125.0,3,5,Ready,0.07163323782234957,25.0,10,12.5
Super built-up  Area,Ready To Move,AECS Layout,Kamesar,1028.0,2,1,42.0,2,4,Ready,0.04085603112840467,10.5,7,6.0
Super built-up  Area,Ready To Move,Frazer Town,CaaveEn,1700.0,3,1,180.0,3,5,Ready,0.10588235294117647,36.0,9,20.0
Super built-up  Area,Ready To Move,Karuna Nagar,NadriNe,1200.0,2,1,34.0,3,5,Ready,0.028333333333333332,6.8,8,4.25
Super built-up  Area,Ready To Move,Kodihalli,Soianal,2700.0,4,1,270.0,3,5,Ready,0.1,54.0,10,27.0
Built-up  Area,Ready To Move,Kallumantapa,BSarknd,1100.0,2,2,50.0,2,4,Ready,0.045454545454545456,12.5,8,6.25
Plot  Area,Ready To Move,Ramamurthy Nagar,GrrvaGr,1200.0,3,1,72.0,2,2,Ready,0.06,36.0,6,12.0
Super built-up  Area,Ready To Move,Kaverappa Layout,Dural C,1269.72,2,2,68.0,2,4,Ready,0.05355511451343603,17.0,8,8.5
Super built-up  Area,Ready To Move,Electronic City Phase II,SJmesst,1266.0,2,2,59.0,2,4,Ready,0.04660347551342812,14.75,8,7.375
Super built-up  Area,Ready To Move,Mysore Road,Srkha S,1060.0,2,1,62.0,2,4,Ready,0.05849056603773585,15.5,7,8.857142857142858
Plot  Area,Ready To Move,Malimakanapura,Copust ,1168.0,3,0,70.0,3,3,Ready,0.059931506849315065,23.333333333333332,6,11.666666666666666
Super built-up  Area,Ready To Move,Medahalli,Sancya ,1552.0,2,1,51.0,2,4,Ready,0.03286082474226804,12.75,7,7.285714285714286
Super built-up  Area,18-May,Talaghattapura,Sodgere,2038.5,3,0,120.0,3,5,Not Ready,0.05886681383370125,24.0,8,15.0
Super built-up  Area,Ready To Move,Attibele,Jae 1hu,500.0,1,1,17.0,1,3,Ready,0.034,5.666666666666667,5,3.4
Super built-up  Area,Ready To Move,Hulimavu,GrrvaGr,1080.0,2,2,43.2,2,4,Ready,0.04,10.8,8,5.4
Plot  Area,Ready To Move,Kattigenahalli,GrrvaGr,2100.0,4,1,155.0,4,4,Ready,0.07380952380952381,38.75,9,17.22222222222222
Super built-up  Area,Ready To Move,Rustam Bagh Layout,Shntsan,1300.0,2,2,65.0,2,4,Ready,0.05,16.25,8,8.125
Built-up  Area,Ready To Move,Electronics City Phase 1,SNavenc,920.0,2,2,33.0,2,4,Ready,0.035869565217391305,8.25,8,4.125
Plot  Area,Ready To Move,New Thippasandra,GrrvaGr,817.0,2,1,120.0,4,4,Ready,0.14687882496940025,30.0,7,17.142857142857142
Built-up  Area,Ready To Move,Harlur,SrEndPo,1310.0,2,1,50.0,2,4,Ready,0.03816793893129771,12.5,7,7.142857142857143
Super built-up  Area,Ready To Move,Horamavu Agara,GrrvaGr,1650.0,2,1,75.0,3,5,Ready,0.045454545454545456,15.0,8,9.375
Super built-up  Area,Ready To Move,Garden Layout,DSidePr,1515.0,3,3,93.93,3,5,Ready,0.062000000000000006,18.786,11,8.539090909090909
Super built-up  Area,18-Dec,Raja Rajeshwari Nagar,Prllsan,1157.0,2,1,53.8,2,4,Not Ready,0.04649956784788245,13.45,7,7.685714285714285
Super built-up  Area,Ready To Move,Viswapriyanagar.begur Road.bommanahalli.,GrrvaGr,2400.0,5,1,85.0,4,6,Ready,0.035416666666666666,14.166666666666666,12,7.083333333333333
Super built-up  Area,Ready To Move,Konanakunte,Siisega,3000.0,4,3,160.0,4,6,Ready,0.05333333333333334,26.666666666666668,13,12.307692307692308
Super built-up  Area,Ready To Move,Basavangudi,GrrvaGr,2200.0,2,1,162.0,3,5,Ready,0.07363636363636364,32.4,8,20.25
Built-up  Area,19-Dec,"Hoodi Circle, ",GrrvaGr,1243.0,2,1,58.0,2,4,Not Ready,0.04666130329847144,14.5,7,8.285714285714286
Super built-up  Area,Ready To Move,Rachenahalli,Sovar S,1530.0,2,2,74.39,3,5,Ready,0.04862091503267974,14.878,9,8.265555555555556
Super built-up  Area,Ready To Move,Judicial Layout,HRnyaAn,2070.0,3,3,162.0,3,5,Ready,0.0782608695652174,32.4,11,14.727272727272727
Built-up  Area,Ready To Move,Yelahanka,PrrloMo,1815.0,3,2,82.0,3,5,Ready,0.045179063360881545,16.4,10,8.2
Super built-up  Area,Ready To Move,Sarjapur  Road,Maana E,3900.0,4,3,300.0,4,6,Ready,0.07692307692307693,50.0,13,23.076923076923077
Super built-up  Area,18-Aug,Electronic City Phase II,Sryalan,1000.0,2,1,28.88,2,4,Not Ready,0.02888,7.22,7,4.1257142857142854
Super built-up  Area,18-May,Ananth Nagar,GrrvaGr,982.0,2,2,24.55,2,4,Not Ready,0.025,6.1375,8,3.06875
Super built-up  Area,Ready To Move,Hennur Road,Puachal,1232.0,2,2,89.0,2,4,Ready,0.07224025974025974,22.25,8,11.125
Super built-up  Area,19-Dec,Binny Pete,Shestlo,1282.0,3,2,178.0,3,5,Not Ready,0.13884555382215288,35.6,10,17.8
Super built-up  Area,Ready To Move,Yelahanka,Prensya,654.0,1,1,38.4,1,3,Ready,0.058715596330275226,12.799999999999999,5,7.68
Built-up  Area,Ready To Move,Bannerghatta Road,GrrvaGr,1181.0,2,0,55.0,2,4,Ready,0.04657070279424217,13.75,6,9.166666666666666
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,1075.0,2,1,45.0,3,5,Ready,0.04186046511627907,9.0,8,5.625
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,GrrvaGr,1200.0,4,2,245.0,4,4,Ready,0.20416666666666666,61.25,10,24.5
Super built-up  Area,Ready To Move,T K Reddy Layout,DSineun,1616.0,3,1,75.0,3,5,Ready,0.04641089108910891,15.0,9,8.333333333333334
Built-up  Area,Ready To Move,Herohalli,GrrvaGr,1800.0,6,0,44.5,5,5,Ready,0.024722222222222222,8.9,11,4.045454545454546
Plot  Area,Ready To Move,Kumbena Agrahara,GrrvaGr,1200.0,4,1,135.0,6,6,Ready,0.1125,22.5,11,12.272727272727273
Super built-up  Area,20-Dec,Whitefield,Somns T,1306.0,3,2,54.65,3,5,Not Ready,0.041845329249617154,10.93,10,5.465
Super built-up  Area,Ready To Move,Whitefield,Nillsre,1626.0,3,3,89.0,3,5,Ready,0.054735547355473556,17.8,11,8.090909090909092
Built-up  Area,Ready To Move,"Pai layout , Mahadevapura",GrrvaGr,2700.0,4,2,214.0,6,8,Ready,0.07925925925925927,26.75,14,15.285714285714286
Super built-up  Area,Ready To Move,Whitefield,Sudama ,1585.0,3,2,88.0,3,5,Ready,0.0555205047318612,17.6,10,8.8
Super built-up  Area,Ready To Move,7th Phase JP Nagar,GrrvaGr,1370.0,2,1,56.17,2,4,Ready,0.041,14.0425,7,8.024285714285714
Super built-up  Area,Ready To Move,Kanakpura Road,Goelsn ,1495.0,2,2,90.0,2,4,Ready,0.06020066889632107,22.5,8,11.25
Super built-up  Area,Ready To Move,frazertown,GrrvaGr,2000.0,3,2,210.0,3,5,Ready,0.105,42.0,10,21.0
Plot  Area,Ready To Move,Akshayanagara East,GrrvaGr,2400.0,4,1,300.0,5,5,Ready,0.125,60.0,10,30.0
Plot  Area,Ready To Move,Bannerghatta,GrrvaGr,1375.0,3,0,57.0,3,3,Ready,0.04145454545454545,19.0,6,9.5
Super built-up  Area,Ready To Move,Old Madras Road,Brica E,3715.0,6,0,224.5,4,6,Ready,0.06043068640646029,37.416666666666664,12,18.708333333333332
Built-up  Area,Ready To Move,Kereguddadahalli,GrrvaGr,1400.0,2,2,48.0,3,5,Ready,0.03428571428571429,9.6,9,5.333333333333333
Super built-up  Area,Ready To Move,Kadugodi,GrrvaGr,1100.0,5,0,135.0,5,7,Ready,0.12272727272727273,19.285714285714285,12,11.25
Super built-up  Area,21-Dec,Whitefield,SudenEd,665.0,2,1,28.585,1,3,Not Ready,0.042984962406015036,9.528333333333334,6,4.764166666666667
Plot  Area,Ready To Move,Hebbal Kempapura,GrrvaGr,1200.0,4,2,215.0,4,4,Ready,0.17916666666666667,53.75,10,21.5
Super built-up  Area,Ready To Move,Yelahanka,GrrvaGr,1150.0,2,2,46.0,2,4,Ready,0.04,11.5,8,5.75
Super built-up  Area,Ready To Move,Hebbal,GrrvaGr,1080.0,2,1,54.0,2,4,Ready,0.05,13.5,7,7.714285714285714
Super built-up  Area,Ready To Move,Kaikondrahalli,Brtiael,1645.0,3,2,100.0,3,5,Ready,0.060790273556231005,20.0,10,10.0
Super built-up  Area,Ready To Move,Doddanekundi,AkletBa,1760.0,3,3,176.0,3,5,Ready,0.1,35.2,11,16.0
Built-up  Area,Ready To Move,Venkatadri Layout,Raiyai ,595.0,1,1,42.0,1,3,Ready,0.07058823529411765,14.0,5,8.4
Plot  Area,Ready To Move,Bommenahalli,Prana S,1200.0,3,1,125.0,3,3,Ready,0.10416666666666667,41.666666666666664,7,17.857142857142858
Super built-up  Area,18-Dec,JP Nagar,Pehtsa ,4624.5,4,0,314.5,4,6,Not Ready,0.06800735214617797,52.416666666666664,10,31.45
Built-up  Area,Ready To Move,Mahaganapathy Nagar,Vaodak ,1410.0,2,3,67.0,2,4,Ready,0.0475177304964539,16.75,9,7.444444444444445
Built-up  Area,18-Dec,Huskur,GrrvaGr,1090.0,2,1,31.48,2,4,Not Ready,0.028880733944954128,7.87,7,4.497142857142857
Plot  Area,Ready To Move,Ramagondanahalli,GrrvaGr,540.0,1,0,30.0,1,1,Ready,0.05555555555555555,30.0,2,15.0
Super built-up  Area,Ready To Move,Sarjapur  Road,Maaveal,1300.0,2,2,60.0,2,4,Ready,0.046153846153846156,15.0,8,7.5
Built-up  Area,Ready To Move,9th Phase JP Nagar,ImiteEl,1890.0,2,2,85.0,3,5,Ready,0.04497354497354497,17.0,9,9.444444444444445
Super built-up  Area,Ready To Move,Belathur,SLwernf,1254.0,2,1,53.0,2,4,Ready,0.04226475279106858,13.25,7,7.571428571428571
Built-up  Area,Ready To Move,Kattigenahalli,GrrvaGr,2800.0,7,2,125.0,7,7,Ready,0.044642857142857144,17.857142857142858,16,7.8125
Built-up  Area,Ready To Move,Ulsoor,GrrvaGr,1275.0,2,1,120.0,2,4,Ready,0.09411764705882353,30.0,7,17.142857142857142
Super built-up  Area,Ready To Move,Kathriguppe,GrrvaGr,1245.0,2,2,68.48,3,5,Ready,0.05500401606425703,13.696000000000002,9,7.608888888888889
Built-up  Area,Ready To Move,Rustam Bagh Layout,TealdEm,1170.0,2,2,86.0,2,4,Ready,0.0735042735042735,21.5,8,10.75
Super built-up  Area,18-Apr,Panathur,Prcesvy,1193.0,2,1,86.0,2,4,Not Ready,0.07208717518860017,21.5,7,12.285714285714286
Super built-up  Area,18-Dec,Chandapura,GrrvaGr,850.0,2,1,25.4,2,4,Not Ready,0.029882352941176468,6.35,7,3.6285714285714286
Super built-up  Area,Ready To Move,Marathahalli,PadgeOa,1678.0,3,3,70.0,3,5,Ready,0.041716328963051254,14.0,11,6.363636363636363
Built-up  Area,Ready To Move,Gunjur,NDrelau,1600.0,3,3,75.0,3,5,Ready,0.046875,15.0,11,6.818181818181818
Super built-up  Area,Ready To Move,Electronics City Phase 1,GaicaVe,1750.0,3,2,84.0,3,5,Ready,0.048,16.8,10,8.4
Super built-up  Area,18-Nov,Whitefield,GrrvaGr,1125.0,2,2,62.0,2,4,Not Ready,0.05511111111111111,15.5,8,7.75
Plot  Area,Ready To Move,Andrahalli,GrrvaGr,2200.0,4,3,235.0,4,4,Ready,0.10681818181818181,58.75,11,21.363636363636363
Plot  Area,Ready To Move,Singena Agrahara,CoiewSy,16145.849999999999,3,1,95.0,3,3,Ready,0.0058838648940749486,31.666666666666668,7,13.571428571428571
Built-up  Area,Ready To Move,HBR Layout,Peentn ,2800.0,2,0,200.0,3,5,Ready,0.07142857142857142,40.0,7,28.571428571428573
Plot  Area,Ready To Move,R.T. Nagar,GrrvaGr,1200.0,2,1,120.0,2,2,Ready,0.1,60.0,5,24.0
Built-up  Area,Ready To Move,Vittal Nagar,Riave E,1000.0,2,1,50.0,2,4,Ready,0.05,12.5,7,7.142857142857143
Built-up  Area,18-Dec,Electronic City Phase II,Sryalan,1320.0,2,1,38.13,3,5,Not Ready,0.028886363636363637,7.626,8,4.76625
Super built-up  Area,Ready To Move,Ardendale,AWharde,2422.0,4,2,160.0,4,6,Ready,0.06606110652353427,26.666666666666668,12,13.333333333333334
Built-up  Area,Ready To Move,Kasavanhalli,TNaldme,1100.0,2,1,50.0,2,4,Ready,0.045454545454545456,12.5,7,7.142857142857143
Built-up  Area,Ready To Move,Uttarahalli,Gaent R,882.0,2,1,30.0,2,4,Ready,0.034013605442176874,7.5,7,4.285714285714286
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,845.0,2,1,37.0,2,4,Ready,0.04378698224852071,9.25,7,5.285714285714286
Super built-up  Area,Ready To Move,Kambipura,Prrtht ,883.0,2,1,39.0,2,4,Ready,0.044167610419026046,9.75,7,5.571428571428571
Super built-up  Area,Ready To Move,Thanisandra,Bhmesy ,776.5,2,1,48.145,1,3,Ready,0.06200257566001288,16.048333333333336,6,8.024166666666668
Super built-up  Area,Ready To Move,Brookefield,Gotaten,1595.0,3,3,88.0,3,5,Ready,0.05517241379310345,17.6,11,8.0
Built-up  Area,Ready To Move,Whitefield,Gotis A,1280.0,2,0,85.0,2,4,Ready,0.06640625,21.25,6,14.166666666666666
Super built-up  Area,Ready To Move,Bhuvaneshwari Nagar,NaaveEn,920.0,2,0,35.0,2,4,Ready,0.03804347826086957,8.75,6,5.833333333333333
Super built-up  Area,Ready To Move,Choodasandra,GRlpank,1300.0,2,3,57.0,2,4,Ready,0.04384615384615385,14.25,9,6.333333333333333
Super built-up  Area,Ready To Move,Shanthala Nagar,Malex C,1450.0,1,0,230.0,2,4,Ready,0.15862068965517243,57.5,5,46.0
Super built-up  Area,Ready To Move,Harlur,SosicCl,1757.0,3,2,132.0,3,5,Ready,0.07512805919180421,26.4,10,13.2
Super built-up  Area,Ready To Move,Anekal,GrrvaGr,600.0,1,1,16.5,1,3,Ready,0.0275,5.5,5,3.3
Built-up  Area,Ready To Move,Jnanabharathi Layout,GrrvaGr,2400.0,3,2,142.0,4,4,Ready,0.059166666666666666,35.5,9,15.777777777777779
Super built-up  Area,Ready To Move,Sarjapur,GrrvaGr,1240.0,2,1,44.0,2,4,Ready,0.035483870967741936,11.0,7,6.285714285714286
Plot  Area,Ready To Move,Kadarenahalli,GrrvaGr,750.0,10,1,90.0,10,10,Ready,0.12,9.0,21,4.285714285714286
Super built-up  Area,18-Feb,EPIP Zone,BrontLa,1330.0,2,1,93.36,2,4,Not Ready,0.0701954887218045,23.34,7,13.337142857142856
Super built-up  Area,Ready To Move,8th Phase JP Nagar,MBodsen,1062.0,2,1,42.47,2,4,Ready,0.03999058380414312,10.6175,7,6.067142857142857
Built-up  Area,Ready To Move,JP Nagar,DSillto,1078.0,2,2,45.0,2,4,Ready,0.041743970315398886,11.25,8,5.625
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1460.0,2,2,72.0,3,5,Ready,0.049315068493150684,14.4,9,8.0
